CRAWL_DATE,REPORTER,TITLE,CONTENT,LIKE_COUNT,PUBLISHED,NEWS_URL
2016-11-01,Staff Correspondent,ACC quizzes WASA MD,"The Anti-Corruption Commission on Tuesday interrogated Dhaka WASA managing director for alleged anomalies and corruption in the organisation.A three-member investigative team, led by ACC director Zayed Hossain Khan, quizzed WASA chief Taqsim A Khan at WASA Bhaban at Karwan Bazar in Dhaka.",0,"14:29, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127361/ACC-quizzes-WASA-MD
2016-11-01,Online Desk,2 brothers die in Moulvibazar road accident,"Three people including two of a family were killed and four others injured as a private car collided head-on with a CNG-run auto rickshaw in Jamtala area under Rajnagar upazila of Moulvibazar district this (Tuesday) morning.The deceased are Azad Miah, 40, his brother Alam Miah and Sahin Miah, 30, residents of the upazila.Police said the accident occurred at about 8:00am leaving three CNG passengers dead on the spot.The injured were sent to different hospitals, reports news agency BSS.",0,"15:33, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127369/2-brothers-die-in-Moulvibazar-road-accident
2016-11-01,UNB . Chittagong,Young man found dead in Chittagong canal,"UNB . ChittagongA young man was found dead in a canal in Oxygen area under Bayazid Police Station of Chittagong city on Tuesday morning.The deceased was identified as Md Ripon, 20, son of Abdul Kader, from Satkania upazila.Police said locals spotted the body in the canal at the backside of a six-storied building and informed police around 11:30am.Later police recovered the body.On information of a body recovery, Ayesha Akhter, the victim’s mother came to the spot and identified it.She said her son Ripon went out of their house on Monday evening and did not return.",0,"13:54, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127359/Young-man-found-dead-in-Chittagong-canal
2016-11-01,Staff Correspondent,ACC arrests Hall-Mark chairman Jasmin Islam,"The Anti-Corruption Commission on Tuesday arrested Hall-Mark group chairman Jasmin Islam in a money embezzlement case.An ACC team arrested Jasmin from Dhaka Tuesday afternoon.Earlier in the day, ACC deputy assistant director Joynal Abedin filed a case with Motijheel police station against 16 people including Jasmin Islam accusing them of misappropriating over Tk 85 crore.Jasmin is also accused in several other cases in connection with the Hall-Mark scam.UNB adds: Hall-Mark Group managing director Tanvir Mahmud and its general manager Tushar Ahmed were also made accused in the case.According to the case statement, Hall-Mark Group managing director Tanvir Mahmud and its chairman Jasmin Islam opened two bank accounts at Janata Bank’s corporate branch in the name of their employees Jahangir Alamd and Mir Zakaria, showing that the two are the owners of Anwar Spinning Mills and Max Spinning Mills respectively.Later, they swindled out Tk 85.87 crore from Janata Bank’s corporate branch by opening back-to-back letters of credit (LCs) against the two fake spinning mills.On 4 October 2012, the ACC filed also 11 cases against 27 people, including 20 officials of Sonali Bank, with the Ramna police station on charges of swindling Tk 1,568 crore from the Ruposhi Bangla branch of the state-owned bank, showing fake documents.Seven accused of Hall-Mark Group in the cases are Tanvir and Jesmin and general manager Tushar Ahmed, its sister concern Anwar Spinning Mills managing director Jahangir Alam, Century International Limited managing director Ziaur Rahman, Max Spinning Mills managing director Mir Zakaria and Apparel Enterprise managing director Shahidul Islam.",0,"19:07, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127379/ACC-arrests-Hall-Mark-chairman-Jasmin-Islam
2016-11-01,Staff Correspondent,37th BCS preliminary results published,"The results of the preliminary test of the 37th Bangladesh Civil Service (BCS) examinations were published on Tuesday. A total of 8,523 candidates passed the recruitment test out of 2,43,476 jobseekers who sat for the examinations on 30 September.Earlier on 29 February, Bangladesh Public Service Commission (BPSC) issued a gazette notification to recruit fresh graduates against 1,226 vacant posts.",0,"18:57, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127387/37th-BCS-preliminary-results-published
2016-11-01,Online Desk,Case filed against 2 arms-wielding BCL leaders,"A case has been filed under the Arms Act against two expelled leaders of Bangladesh Chhatra League (BCL) for brandishing guns during a clash with police in an eviction drive in the city’s Gulistan area, reports news agency UNB.The accused are - BCL’s Dhaka south city unit general secretary Sabbir Hossain and Wari thana unit general secretary Ashiqur Rahman.Abdul Baten, joint commissioner of the Detective Branch (DB) of Dhaka Metropolitan Police (DMP), said police filed the case with Shahbagh Police Station on Monday night against the duo.On Thursday last, hundreds of hawkers locked in a clash with police after a team of Dhaka South City Corporation (DSCC) officials, led by an executive magistrate, tried to carry out an eviction drive against illegal structures in Gulistan area.A photo of the clash showed that the BCL leaders brandished guns during the clash.",0,"15:16, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127365/Case-filed-against-2-arms-wielding-BCL-leaders
2016-11-01,Staff Correspondent,Law minister 'begs to differ' with chief justice,"The law minister, Anisul Huq, on Tuesday expressed his difference of opinion with chief justice Surendra Kumar Sinha's observation that article 116 of the constitution is one of the main reasons behind the sluggishness of the judiciary.""With due respect, I beg to differ,"" he said at a press briefing at his secretariat office.Earlier on Monday chief justice SK Sinha said the article 116 of the constitution, which vests the authority over transfers, posting and removal of lower court judges in the president, has created ‘dual control’ in the judiciary.The chief justice also said the ‘dual control’ has stood out to be the main impediment to smooth functioning of the judiciary.   SK Sinha also demanded restoration of the Supreme Court’s full authority over transfers, posting and removal of lower court judges by reinstating the Article 116 of the 1972 constitution.Briefing newsmen, the law minister said he finds the CJ's demand for reinstatement of the article 116 of the 1972 constitution 'self-contradictory'.""If we can reinstate the article 116 of the 1972 Constitution, why not article 96?"" Anisul posed a question.The article 96 of the 1972 constitution gave the lawmakers the power to remove judges. The article 116 of the constitution stipulates: “The control (including the power of posting, promotion and grant of leave) and discipline of persons employed in the judicial service and magistrates exercising judicial functions shall vest in the President and shall be exercised by him in consultation with the Supreme Court”. However, as per the constitution of 1972, the control (including the power of posting, promotion and grant of leave) and discipline of persons employed in the judicial service was completely exercised by the Supreme Court. The minister said the government is committed to ensuring independence of the judiciary. He said the state's senior most figure -- the president -- has been entrusted with the duty to oversee transfers, promotions and dismissal of judiciary personnel. His ministry only ensures coordination between the president's office and the Supreme Court. ",0,"18:42, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127377/Law-minister-begs-to-differ-with-CJ
2016-11-01,Staff Correspondent,Ershad asks party men to get ready for snap polls if any,"Jatiya Party chairman HM Ershad on Tuesday called on his party leaders and workers to get united for electoral contest, in view of possibility of early parliamentary elections.“I read in the newspapers that there may be snap polls. So, get ready for the electoral battle to go power as a single party,” he told a party rally in Dhaka’s Kakrail area.“We are ready for parliamentary elections,” Ershad also said, indicating his party’s interest in joining the general elections, should it be held earlier than scheduled time in 2019.Ershad, a special emissary of the prime minister, also asked his party leaders and activists to organise the party and gather more strength.“Nobody joins alliance with a weaker party, so please be united and strong,” said the JP chief, whose party took part in the 2014 polls as an ally of the ruling Awami League although he once spoke against that election.Dwelling on the planned district council elections, he said some of his party colleagues are interested in attending the local government elections.“What is the justification of joining such an election which is plagued by bomb attacks and occupation of polling stations?” he asked.Ershad addressed the rally before holding a procession that was brought out to mark the founding anniversary of his party's youth front, Jubo Sanghati.",0,"14:51, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127363/Ershad-asks-party-men-to-get-ready-for-snap-polls
2016-11-01,Online Desk,"Brahmanbaria attack planned, alleges BNP","The Bangladesh Nationalist Party (BNP) on Tuesday termed the attacks on the Hindu community and their temples and houses in Brahmanbaria a planned one, reports UNB news agency.The opposition party also demanded the government ensure exemplary punishment of those involved in the incidents.“A vested quarter has long been trying to destroy the cemented religious harmony in Bangladesh. These incidents (temple attacks) are planned one and naked interference in Bangladesh’s religious freedom and social harmony,” said BNP senior joint secretary general Ruhul Kabir Rizvi.Speaking at a press briefing at the party’s Naya Paltan central office, he further said, “On behalf of BNP, I strongly denounce and protest at the damages of temples of the Hindu community, looting of their valuables and attacks on them. We also demand those created a terrible situation by such attacks be identified and given exemplary punishment after putting them on trial.”On Sunday, an unruly mob equipped with weapons went berserk and demolished a number of Hindu temples and nearly 100 houses following a rumour of a Facebook post demeaning the Holy Kaaba in Brahmanbaria’s Nasirnagar.Two cases have been filed against 1,200 unknown people with local police station in connection with the incident.Rizvi said though a case was filed against Rasraj Das under the ICT Act for posting anything objectionable on the Facebook, he denied the allegation.“Taking the law into hands, instead of examining the offence is tantamount to barbarism,” he observed.The BNP leader said their party is determined to ensure the security of people of all religions and make sure their religious freedom as it has respect for all religions.He also demanded the government ensure exemplary punishment if anyone posts on the Facebook anything degrading the Holy Kaaba.",0,"18:49, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127383/Brahmanbaria-attack-planned-alleges-BNP
2016-11-01,UNB . Mymensingh,3 pedestrians killed in Mymensingh road accident,"Three pedestrians were killed and three passengers injured as a pick-up van plunged into a roadside ditch at Kathali in Bhaluka upazila on Tuesday morning.Identities of the deceased could not be known immediately.Police said a Mymensingh-bound pick-up van from Dhaka fell into a roadside ditch in the area around 6:30am, leaving two pedestrians dead on the spot and four, including three passengers of the van, injured.The injured were admitted to Mymensingh Medical College Hospital where another pedestrian succumbed to his injuries later.",0,"12:58, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127355/3-pedestrians-killed-in-Mymensingh-road-accident
2016-11-01,UNB . Dhaka,Shringla for close cooperation among BIMSTEC members to reap benefit,"Indian high commissioner in Dhaka Harsh Vardhan Shringla on Monday laid emphasis on close cooperation among the BIMSTEC member states, saying it has the potential to transform the region.“We need to work together towards this goal (transform the region),” he said while addressing a function in the city.The event titled ‘BRICS & BIMSTEC Outreach Summit: Security & Development Interface in Regional Calculus’ was held at the Institute of Conflict, Law and Development Studies (ICLDS).The Indian high commissioner said the breadth and scope of cooperation among BIMSTEC countries is immense and it is founded on common aspirations of regional development and shared premise of peace and stability in the region.The leaders, heads of states and heads of government of the BIMSTEC countries also met informally in a retreat setting during the Outreach Meeting on 16 October.The diplomat said the BIMSTEC countries and the Outcome Document of the Outreach have certainly set an ambitious agenda ahead of member states, one that will call for close cooperation.Shringla said the BIMSTEC leaders agreed to fast track the BIMSTEC Free Trade Agreement talks.It was also decided that the member states should initiate talks on BIMSTEC Coastal Shipping Agreement and expand BIMSTEC Energy Trade cooperation, set up a BIMSTEC Centre for Technology Transfer, a BIMSTEC Economic, Technical and Infrastructure cooperation. There were discussions on BIMSTEC mutual assistance on customs matters.“This connects to the decision to move forward on Trade Facilitation Agreement. Mutual assistance in customs matters also forms a very important component of trade facilitation,” said the high commissioner.The diplomat said agriculture cooperation was another thrust area and the BIMSTEC leaders decided to set up a BIMSTEC Eminent Persons Group so that they can provide new energy, new ideas on how to further rejuvenate this grouping.During the discussions in the BRICS- BIMSTEC Outreach Meeting, all leaders emphasised how it was important to fight the scourge of terrorism, he said.Shringla mentioned that BIMSTEC leaders recognised that terrorism continues to remain the single most significant threat to peace and stability in our region and reiterated their strong commitment to combat it in all its forms and manifestations.“They stressed that there could be no justification for acts of terror on any grounds whatsoever,” he added.The leaders recognised that the fight against terror should not only seek to disrupt and eliminate terrorists, terror organisations and networks but also identify, hold accountable and take strong measures against states which encourage, support and finance terrorism and provide sanctuary to terrorists. Information Intelligence Sharing and annual meeting of our National Security Chiefs was yet an important outcome that was decided by our leaders.At the Outreach Meeting, the leaders recognised the importance of connectivity for economic development of our region, Shringla said There were several important outcomes from the meeting. One was the BIMSTEC framework agreement on Transit, Trans-shipment and Movement of Vehicular Traffic.Former chief information commissioner and chairman of ICLDS Muhammad Zamir and Maj Gen (retd) Md Abdur Rashid were, among others, present.",0,"23:05, Oct 31, 2016",http://en.prothom-alo.com/bangladesh/news/127317/Shringla-for-close-cooperation-among-BIMSTEC
2016-11-01,Staff Correspondent,Indian arms trader held,"Police arrested an Indian arms smuggler at Gabtoli in Dhaka city on Monday night, according to an SMS sent by the Dhaka Metropolitan Police.The detective branch of police also seized 10 firearms, 35 bullets and 12 magazines from the arms trader, Khairul.",0,"11:13, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127327/Indian-arms-trader-held
2016-11-01,Online Desk,Ariful denied bail,"A tribunal on Monday rejected the bail petition of suspended Sylhet City Corporation Mayor Ariful Haque Chowdhury in a case filed under the Explosives Substances Act over the killing of former Finance Minister Shah AMS Kibria.Passing the order, Judge Mohammad Atabullah of the Special Tribunal fixed 8 November for the next hearing in the case, reports news agency UNB.Five people, including Kibria, were killed and 70 others injured in a grenade attack on a public rally of local Awami League at Baidder Bazar in Sadar upazila on 27 January 2005.Awami League leader Abdul Mazid Khan filed two cases—one for murder and another under the Explosives Substances Act—with the Habiganj police station the following day.Assistant superintendent of CID Munshi Atique submitted a charge-sheet against 10 BNP leaders and activists, including Ariful, on 19 March 2005.Sylhet Senior Judicial Magistrate’s Court on 30 December 2014 sent Ariful to jail after he appeared before it with a bail prayer in the cases.",0,"21:59, Oct 31, 2016",http://en.prothom-alo.com/bangladesh/news/127307/Ariful-denied-bail
2016-11-01,Online Desk,2 killed in Habiganj landslide,"Two people were killed and another injured as a big chunk of mud fell on them while cutting hill at Shangkorsena in Nabiganj upazila of Habiganj on Tuesday morning.The deceased were identified as Samsul Haque, 35, of Shangkorsena village, and Masuk Miah, 40, of Kayostho village in the upazila, reports UNB.Police said the accident occurred when a group of people were collecting soil from the hill slope at about 7:00am.",0,"11:49, Nov 01, 2016",http://en.prothom-alo.com/bangladesh/news/127335/2-killed-in-Habiganj-landslide
2016-11-01,UNB . Dhaka,Article 116 behind sluggish judiciary: CJ,"Noting that the article 116 of the existing constitution is one of the main reasons behind the slowness of the judiciary, chief justice SK Sinha on Monday demanded reinstatement of the same article of the country’s original national charter.“The reinstatement of the article 116 of the Constitution formulated in 1972 under the leadership of Bangabandhu Sheikh Mujibur Rahman is the demand of time,” he said.The chief justice said this in a message issued on the occasion of the 9th anniversary of the separation of the judiciary from the executive. About the control and discipline of subordinate courts, the article 116 of the present constitution stipulates: ‘The control (including the power of posting, promotion and grant of leave) and discipline of persons employed in the judicial service and magistrates exercising judicial functions shall vest in the President and shall be exercised by him in consultation with the Supreme Court’.However, as per the constitution of 1972, the control (including the power of posting, promotion and grant of leave) and discipline of persons employed in the judicial service was completely exercised by the Supreme Court.According to the 109 of the constitution, Sinha said, the High Court shall have superintendence and control over all courts [and tribunals] subordinate to it, but the article 116 causes sluggish in judiciary.So, the Supreme Court alone cannot promote and transfer the judges of all courts and tribunals subordinate to it, SK Sinha said, adding that judges cannot be appointed against vacant posts of many district courts due to the dual system.The judiciary was separated from the executive on 1 November 2007 following the Supreme Court directives in the Masdar Hossain case.",0,"22:42, Oct 31, 2016",http://en.prothom-alo.com/bangladesh/news/127311/Article-116-behind-sluggish-judiciary-CJ
2016-11-01,Staff Correspondent,A bullet haunting Hasina: Obaidul,"Ruling Bangladesh Awami League (AL) general secretary Obaidul Quader has feared that prime minister Sheikh Hasina's life is under threat.He said this at Mohammadpur while addressing the party leaders and activists on Monday.“Conspiracies are still going on. Sometimes I feel a bullet is haunting our leader Sheikh Hasina. Just imagine, what would happen if Sheikh Hasina died, what will happen to our development and prosperity? Our country's progress will come to a standstill,” said Obadiul, also the road transport and bridges minister.The meeting was organised by Dhaka city (north) AL in observance of Jail Killing Day.UNB adds: Issuing a strong note of warning to the party’s errant leaders and activists, Obaidul said all must abide by the party rules as no deviation will be allowed.“Those involved in anti-discipline activities and misdeeds, you please correct yourselves. No one will be spared if you don’t. It’s the directive of our leader (Sheikh Hasina),” he said.Describing prime minister Sheikh Hasina as a wonder of the world and role model of development and achievement, the ruling party leader said, “We won’t let these development and achievements fade away for the bad behaviour of a few. We won’t let the image of the government and party be tarnished for them because the achievement of Sheikh Hasina is the achievement of Bangladesh.”About the suspension of two Bangladesh Chhatra League leaders over Thursday’s clash with police during a drive to dismantle illegal structures from the city's Gulistan area, the ruling party general secretary said this is the first action after the council. “Wait…we won’t allow any grouping.”",0,"21:54, Oct 31, 2016",http://en.prothom-alo.com/bangladesh/news/127305/A-bullet-haunting-Hasina-Obaidul
2016-11-01,Online Desk,Promotion of 99 inspectors to ASPs why not illegal: HC,"The High Court on Monday issued a rule asking the government to explain as to why the promotion of 99 police inspectors to assistant superintendents of police (ASPs) under the BCS cadre should not be declared illegal and beyond the jurisdiction.An HC bench comprising Justice Quazi Reza-Ul Hoque and Justice Mohammad Ullah passed the order after hearing a petition filed by inspector M Yusuf Siddiqui who was left out of the promotion, reports news agency UNB.Siddiqui, also officer-in-charge of Juraichhari Police Station in Rangamati, filed the writ with the court on 25 August.The court also wanted to know why the omission of Siddiqui from the promotion list should not be declared illegal.The Home Secretary, Deputy Secretary (police affairs-1), Inspector General of Police (IGP), Additional Inspector General of Police (Establishment), Deputy Inspector General of Police (Administration), Deputy Inspector General of Police (Chittagong), Deputy Inspector General of Police (Telecom), and Assistant Inspector General of Police (Establishment) have been asked to respond to the rule within two weeks.On 16 July, some 99 police inspectors were promoted to ASPs under the BCS police cadre.Talking to reporters, Siddiqui’s lawyer Barrister ABM Altaf Hossain said the 99 inspectors can be promoted to ASPs as per the government order but not under the BCS police cadre as BCS cadres are appointed through a specific process.Siddiqui was omitted from the promotion although he was ahead in the fit list, Altaf Hossain said, adding that Siddiqui claimed some 70 inspectors were promoted to ASPs although they were behind him.",0,"22:03, Oct 31, 2016",http://en.prothom-alo.com/bangladesh/news/127309/Promotion-of-99-inspectors-to-ASPs-why-not
2016-11-01,Musa Ahmed,Hawkers being relocated to Gulistan Park?,"It’s hard to get a glimpse of green in Old Dhaka. Shahid Matiur Shishu Park in Gulistan, popularly known as Gulistan Park, is one of the few places where people of the old city can come close to nature.The park was named after Matiur Rahman, a student who was killed in police firing during the anti-Ayub Khan mass upsurge. The martyrdom of Matiur intensified the movement which ultimately ended the dictatorial rule of Pakistan President General Ayub Khan.However, Dhaka South City Corporation (DSCC) has decided to temporarily relocate hawkers of Gulistan to the park, raising fears among historians and urban planners that this will rob the park of its beauty and historical significance.The decision came after Dhaka South City Corporation (DSCC) launched a drive to remove illegal shops from the streets of Gulistan area on 27 October. During the eviction, the hawkers clashed repeatedly with some city corporation employees and a group of BCL men.At a meeting on Saturday, DSCC decided to shift the hawkers temporarily to Gulistan Park.Walkways adjacent to Golap Shah Mazar, National Book Centre, Bangabandhu Avenue, Khoddor Bazaar Shopping complex in Gulistan were still occupied by the hawkers on Sunday. The scenery inside the park is not very pleasant either. On a visit to the park on Sunday, this correspondent saw it was crowded with homeless people and goats. Garbage floated on the pond.Garbage was also piled up against the wall near the theatre house, Mohanagar Natya Mancha. DSCC officials said hawkers will be given a place to open their shops in this part of the park.Dhaka University’s history department professor Muntasir Mamun told Prothom Alo on Sunday that the park’s natural beauty has been marred since since 1990. He urged DSCC to rescind their decision, saying that if the hawkers were shifted inside the park, it will no longer be a park at all.Architect and urban planner Iqbal Habib said the hawkers cannot be shifted temporarily to the park as per the laws pertaining to open spaces and playgrounds in the metropolis.He said Gulistan hawker eviction was a political problem that has to be resolved politically.When asked about this question of legality, DSCC mayor Sayeed Khokon said the hawkers will be given a place to open their shops adjacent to Mohanagar Natya Mancha, not in Gulistan Park. Mohanagar Natya Mancha and Gulistan Park are two different places as per the city survey, the mayor said.He warned that no hawkers could occupy footpath illegally in the future. The hawkers themselves are unwilling to shift to the park. DSCC’s listed hawker Amjad Ali and Mainuddin Mia said they will not leave the walkways until permanent rehabilitation of any sort is arranged. They said customers will not enter the park to shop.Hawker MujiburRahman, Alauddin and Mofizul Islam said that local politicians and law enforcing agency members discouraged them from opening their shops inside the park because if that happens, they could not collect extortion money from them.Javed Jahan, resident of the city’s Siddik Bazar area and a green activist, said, “This park’s beauty has already been marred by the Natya Mancha. It needs renovation instead of being crowded by hawkers.”",0,"22:56, Oct 31, 2016",http://en.prothom-alo.com/bangladesh/news/127313/Hawkers-being-relocated-to-Gulistan-Park
